traffic,series,configured_injection_rate,sample_count,seeds,accepted_throughput_mean,accepted_throughput_sd,average_packet_latency_cycles_mean,average_packet_latency_cycles_sd,express_traversals_per_packet_mean,escape_fraction_mean,max_link_utilization_mean,no_progress_runs
bit_complement,stride_aspl,0.5,3,"[1, 2, 3]",0.19996371527766665,9.031149204529222e-05,2754.911572643334,6.970689097162445,0.9515510754263549,0.05478779997283333,0.7854666666666666,0
bit_complement,stride_aspl,0.7,3,"[1, 2, 3]",0.201048263889,9.034152384369956e-05,6081.2578683,12.68120730615845,0.9146537361046542,0.12137848896566666,0.8309888888889999,0
bit_complement,stride_aspl,0.8,3,"[1, 2, 3]",0.20177760416666665,1.7693008074446536e-05,7449.436347216666,3.7506908038774065,0.9001616770165596,0.13474938075833334,0.8491444444446667,0
bit_complement,tornado_aspl,0.3,3,"[1, 2, 3]",0.14728784722233332,0.00017325953968600537,292.30769436066663,6.552050493898415,0.7812444855269159,0.0438323715202,0.8119000000000001,0
bit_complement,tornado_aspl,0.5,3,"[1, 2, 3]",0.1888,8.324974112753333e-05,3655.9893273466664,16.352268688588318,0.5695841047007898,0.16275306526633335,0.9118222222223333,0
bit_complement,tornado_aspl,0.7,3,"[1, 2, 3]",0.18892465277766668,1.9470778492996895e-05,7829.865378959999,5.630230691766579,0.5653387303196257,0.17786058773633337,0.9361777777776666,0
bit_complement,tornado_aspl,0.8,3,"[1, 2, 3]",0.18902760416666667,5.1734943685620195e-06,9331.282461696666,9.415635420198333,0.5658546650553884,0.176773671434,0.9336111111113333,0
tornado,aspl,0.3,3,"[1, 2, 3]",0.14974774305566665,0.00013735941724491742,11.364690140533334,0.009597063156710918,0.4152273068689872,0.0,0.45446666666666663,0
tornado,aspl,0.5,3,"[1, 2, 3]",0.23259965277766667,0.0001925066201689523,760.2371548486667,3.5926943909489797,0.3641819943166548,0.0015181112820666666,0.7375555555553334,0
tornado,aspl,0.7,3,"[1, 2, 3]",0.27035625,8.712822001396478e-05,2466.5626896633335,11.1298732723589,0.3712816264358994,0.012614585799933334,0.749977777778,0
